-0.000364,0.000081
-0.000626,0.000062
-0.000744,0.000051
-0.000769,0.000048
-0.000758,0.000049
0.102523,0.008567
0.235039,0.020515
0.367638,0.034005
0.500118,0.048300
0.632448,0.062974
0.764967,0.077825
0.897421,0.092698
1.029739,0.107531
1.162278,0.122326
1.294814,0.137041
1.427095,0.151662
1.559657,0.166249
1.692144,0.180762
1.785683,0.190856
1.829694,0.195839
1.850586,0.198135
1.860680,0.199234
1.861485,0.199321
1.861525,0.199326
1.861564,0.199330
1.861708,0.199282
1.860421,0.198906
1.859429,0.198476
1.858545,0.197931
1.857748,0.197280
1.856744,0.196193
1.855886,0.195024
1.855262,0.193872
1.855161,0.193539
1.854928,0.192549
1.854823,0.191475
1.854860,0.189970
1.855002,0.188978
1.855113,0.188460
1.855181,0.188184
1.855223,0.188026
1.855244,0.187947
1.851113,0.201202
1.799825,0.347069
1.761140,0.474842
1.725190,0.603371
1.690703,0.732083
1.656848,0.861041
1.623226,0.990069
1.589662,1.118943
1.555959,1.247972
1.522127,1.376887
1.488176,1.505630
1.454788,1.631608
1.434212,1.708050
1.424592,1.743719
1.420131,1.760231
1.418138,1.767512
1.418171,1.767390
1.418205,1.767268
1.418032,1.767887
1.418063,1.768002
1.418552,1.767072
1.419160,1.766217
1.420341,1.764963
1.421373,1.764104
1.422218,1.763554
1.422756,1.763341
1.423731,1.763041
1.424839,1.762857
1.426420,1.762781
1.427740,1.762905
1.427866,1.762947
1.428829,1.763305
1.429559,1.763682
1.429878,1.763880
1.430014,1.763972
1.430561,1.764347
1.430948,1.764614
1.430960,1.764622
1.395125,1.742709
1.282665,1.671803
1.172689,1.597153
1.063790,1.520331
0.955541,1.442481
0.847834,1.364343
0.740008,1.285902
0.632129,1.207447
0.524406,1.129246
0.416419,1.051037
0.308300,0.972935
0.223214,0.911546
0.181627,0.881275
0.162189,0.867264
0.152836,0.860557
0.150670,0.859004
0.150683,0.859013
0.150696,0.859022
0.151335,0.859555
0.152164,0.860420
0.152659,0.861047
0.153220,0.862062
0.153649,0.863157
0.153931,0.864311
0.154059,0.865501
0.154070,0.866128
0.153895,0.867268
0.153569,0.868385
0.153088,0.869474
0.152460,0.870499
0.151959,0.871143
0.151749,0.871377
0.152269,0.870819
0.152712,0.870409
0.152378,0.870768
0.152014,0.871154
0.151975,0.871195
0.152088,0.871118
0.222649,0.807988
0.320013,0.716486
0.415034,0.622672
0.508578,0.527884
0.601639,0.432362
0.694450,0.336565
0.781404,0.246741
0.829515,0.197157
0.852100,0.173869
0.862855,0.162797
0.866768,0.158779
0.866795,0.158752
0.866822,0.158725
0.866437,0.159089
0.865497,0.159815
0.864458,0.160417
0.863340,0.160879
0.862581,0.161097
0.861462,0.161238
0.860293,0.161237
0.859114,0.161079
0.857955,0.160763
0.856853,0.160298
0.855561,0.159517
0.854643,0.158806
0.853896,0.158063
0.853536,0.157635
0.853367,0.157415
0.853283,0.157301
0.853253,0.157261
0.853444,0.157522
0.918063,0.245340
0.996865,0.352816
1.074858,0.460639
1.152617,0.568918
1.230211,0.677355
1.307609,0.785665
1.385090,0.894131
1.462603,1.002631
1.540014,1.110938
1.617568,1.219369
1.692202,1.323636
1.733677,1.382212
1.753787,1.410491
1.763263,1.423745
1.768012,1.430375
1.768021,1.430388
1.768031,1.430402
1.766879,1.428726
1.765488,1.426473
1.764990,1.425274
1.764964,1.425031
1.764832,1.424019
1.764837,1.422938
1.765024,1.421494
1.765373,1.420201
1.765778,1.419226
1.766312,1.418317
1.766956,1.417495
1.768160,1.416337
1.769226,1.415532
1.770212,1.414963
1.770449,1.414888
1.770646,1.414824
1.770643,1.414830
1.770548,1.414863
1.770411,1.414904
1.762767,1.417087
1.655213,1.447445
1.527034,1.483386
1.398603,1.519347
1.270210,1.555277
1.142024,1.591147
1.013608,1.627080
0.885161,1.663026
0.756999,1.698900
0.628608,1.734847
0.500176,1.770810
0.371982,1.806712
0.280614,1.832202
0.236192,1.844330
0.215321,1.850140
0.205245,1.852955
0.203388,1.853463
0.203332,1.853478
0.203276,1.853493
0.204440,1.853275
0.205984,1.853170
0.206071,1.853169
0.207134,1.853385
0.208140,1.853735
0.209151,1.854245
0.210746,1.855326
0.211590,1.856059
0.212136,1.856718
0.212722,1.857611
0.213192,1.858591
0.213608,1.859885
0.213807,1.860782
0.213881,1.861254
0.213917,1.861529
0.213938,1.861703
0.213950,1.861804
0.212677,1.830534
0.207578,1.697016
0.196841,1.564088
0.183056,1.431325
0.167716,1.298756
0.151696,1.166579
0.135403,1.034243
0.119102,0.901874
0.102941,0.769684
0.086932,0.637362
0.071100,0.504965
0.055465,0.372702
0.039978,0.240292
0.025767,0.118257
0.018586,0.056446
0.015192,0.026237
0.013576,0.011946
0.012925,0.006075
0.012935,0.006179
0.012946,0.006283
0.012956,0.006386
0.012966,0.006489
